"","ask","base_volume","bid","date","high","last","low","marketName","moy_prev_dev","open_buy_orders","open_sell_orders","volume"
"1",0.0010325,3.32196758,0.00103136,"2020-03-27T14:08:14",0.00104922,0.00103246,0.00101783,"BTC-NEO",0.0010261,398,3072,3219.43783402
"2",0.0010325,3.32196758,0.00103136,"2020-03-27T14:08:14",0.00104922,0.00103246,0.00101783,"BTC-NEO",0.0010261,398,3072,3219.43783402
"3",0.00103249,3.32196758,0.00103136,"2020-03-27T14:08:19.01",0.00104922,0.00103246,0.00101783,"BTC-NEO",0.0010261,398,3072,3219.43783402
"4",0.00103249,3.32196758,0.00103136,"2020-03-27T14:08:24.017",0.00104922,0.00103246,0.00101783,"BTC-NEO",0.0010261,398,3071,3219.43783402
"5",0.00103249,3.32196758,0.00103136,"2020-03-27T14:08:29.013",0.00104922,0.00103246,0.00101783,"BTC-NEO",0.0010261,398,3072,3219.43783402
"6",0.0010325,3.32196758,0.00103136,"2020-03-27T14:08:39.02",0.00104922,0.00103246,0.00101783,"BTC-NEO",0.0010261,398,3071,3219.43783402
"7",0.00103255,3.32196758,0.00103136,"2020-03-27T14:08:44.033",0.00104922,0.00103246,0.00101783,"BTC-NEO",0.0010261,397,3070,3219.43783402
"8",0.00103255,3.32196758,0.00103136,"2020-03-27T14:08:49.033",0.00104922,0.00103246,0.00101783,"BTC-NEO",0.0010261,397,3071,3219.43783402
"9",0.00103254,3.32196758,0.00103136,"2020-03-27T14:08:54.04",0.00104922,0.00103246,0.00101783,"BTC-NEO",0.0010261,397,3070,3219.43783402
"10",0.00103254,3.32196758,0.00103136,"2020-03-27T14:08:59.05",0.00104922,0.00103246,0.00101783,"BTC-NEO",0.0010261,399,3070,3219.43783402
"11",0.00103253,3.32196758,0.00103136,"2020-03-27T14:09:04.037",0.00104922,0.00103246,0.00101783,"BTC-NEO",0.0010261,398,3071,3219.43783402
"12",0.0010337,3.32196758,0.00103136,"2020-03-27T14:09:09.037",0.00104922,0.00103246,0.00101783,"BTC-NEO",0.0010261,397,3067,3219.43783402
"13",0.0010337,3.32196758,0.00103171,"2020-03-27T14:09:14.04",0.00104922,0.00103246,0.00101783,"BTC-NEO",0.0010261,401,3063,3219.43783402
"14",0.00103908,3.32196758,0.0010337,"2020-03-27T14:09:19.023",0.00104922,0.00103246,0.00101783,"BTC-NEO",0.0010261,400,3063,3219.43783402
"15",0.00103969,3.35296279,0.00103402,"2020-03-27T14:09:24.033",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3067,3249.42257179
"16",0.0010389,3.35296279,0.00103402,"2020-03-27T14:09:29.11",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3068,3249.42257179
"17",0.00103889,3.35296279,0.00103404,"2020-03-27T14:09:34.057",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,403,3068,3249.42257179
"18",0.00103857,3.35296279,0.00103435,"2020-03-27T14:09:39.043",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3065,3249.42257179
"19",0.00103825,3.35296279,0.00103466,"2020-03-27T14:09:44.073",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,399,3067,3249.42257179
"20",0.00103824,3.35296279,0.00103466,"2020-03-27T14:09:49.043",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3068,3249.42257179
"21",0.00103825,3.35296279,0.00103366,"2020-03-27T14:09:54.05",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,399,3067,3249.42257179
"22",0.00103825,3.35296279,0.00103397,"2020-03-27T14:09:59.063",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3068,3249.42257179
"23",0.00103823,3.35296279,0.00103175,"2020-03-27T14:10:04.063",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3069,3249.42257179
"24",0.00103791,3.35296279,0.00103207,"2020-03-27T14:10:09.087",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3068,3249.42257179
"25",0.00103792,3.35296279,0.00103238,"2020-03-27T14:10:14.067",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,398,3067,3249.42257179
"26",0.00103792,3.35296279,0.0010324,"2020-03-27T14:10:19.067",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3068,3249.42257179
"27",0.00103792,3.35296279,0.00103272,"2020-03-27T14:10:24.103",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3067,3249.42257179
"28",0.00103792,3.35296279,0.00103304,"2020-03-27T14:10:29.063",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3067,3249.42257179
"29",0.00103792,3.35296279,0.00103336,"2020-03-27T14:10:34.05",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3069,3249.42257179
"30",0.00103792,3.35296279,0.00103336,"2020-03-27T14:10:39.06",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3069,3249.42257179
"31",0.00103792,3.35296279,0.00103367,"2020-03-27T14:10:44.09",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3067,3249.42257179
"32",0.0010379,3.35296279,0.00103368,"2020-03-27T14:10:49.09",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3071,3249.42257179
"33",0.00103759,3.35296279,0.00103378,"2020-03-27T14:10:54.07",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3066,3249.42257179
"34",0.00103758,3.35296279,0.00103378,"2020-03-27T14:10:59.07",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3068,3249.42257179
"35",0.00103756,3.35296279,0.00103378,"2020-03-27T14:11:04.083",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3069,3249.42257179
"36",0.00103725,3.35296279,0.00103378,"2020-03-27T14:11:09.077",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3068,3249.42257179
"37",0.00103722,3.35296279,0.00103378,"2020-03-27T14:11:14.1",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3069,3249.42257179
"38",0.00103691,3.35296279,0.00103378,"2020-03-27T14:11:19.123",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3069,3249.42257179
"39",0.0010368,3.35296279,0.00103378,"2020-03-27T14:11:24.077",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3069,3249.42257179
"40",0.00103679,3.35296279,0.00103378,"2020-03-27T14:11:29.073",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3071,3249.42257179
"41",0.00103668,3.35296279,0.00103173,"2020-03-27T14:11:34.07",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3070,3249.42257179
"42",0.00103666,3.35296279,0.00103204,"2020-03-27T14:11:39.117",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3072,3249.42257179
"43",0.00103653,3.35296279,0.00103237,"2020-03-27T14:11:44.06",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3071,3249.42257179
"44",0.00103653,3.35296279,0.00103238,"2020-03-27T14:11:49.143",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,399,3071,3249.42257179
"45",0.0010365,3.35296279,0.00103239,"2020-03-27T14:11:54.063",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3070,3249.42257179
"46",0.00103582,3.35296279,0.00103249,"2020-03-27T14:12:04.037",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,402,3071,3249.42257179
"47",0.00103582,3.35296279,0.00103249,"2020-03-27T14:12:04.037",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,402,3071,3249.42257179
"48",0.00103581,3.35296279,0.00103249,"2020-03-27T14:12:14.043",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,402,3072,3249.42257179
"49",0.00103571,3.35296279,0.00103249,"2020-03-27T14:12:19.043",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3072,3249.42257179
"50",0.00103571,3.35296279,0.00103249,"2020-03-27T14:12:24.07",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3071,3249.42257179
"51",0.00103571,3.35296279,0.0010325,"2020-03-27T14:12:29.06",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,403,3069,3249.42257179
"52",0.00103571,3.35296279,0.00103249,"2020-03-27T14:12:34.053",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3070,3249.42257179
"53",0.00103571,3.35296279,0.00103249,"2020-03-27T14:12:39.06",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3068,3249.42257179
"54",0.0010357,3.35296279,0.00103249,"2020-03-27T14:12:44.04",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3073,3249.42257179
"55",0.0010356,3.35296279,0.00103249,"2020-03-27T14:12:49.043",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,402,3071,3249.42257179
"56",0.0010356,3.35296279,0.00103249,"2020-03-27T14:12:54.063",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3072,3249.42257179
"57",0.0010356,3.35296279,0.00103249,"2020-03-27T14:12:59.043",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3069,3249.42257179
"58",0.00103581,3.35296279,0.0010326,"2020-03-27T14:13:04.043",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3070,3249.42257179
"59",0.00103581,3.35296279,0.00103261,"2020-03-27T14:13:09.06",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3068,3249.42257179
"60",0.00103581,3.35296279,0.00103262,"2020-03-27T14:13:14.057",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3069,3249.42257179
"61",0.00103581,3.35296279,0.00103262,"2020-03-27T14:13:19.053",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3070,3249.42257179
"62",0.00103581,3.35296279,0.00103262,"2020-03-27T14:13:24.07",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3070,3249.42257179
"63",0.00103581,3.35296279,0.00103262,"2020-03-27T14:13:29.047",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,399,3070,3249.42257179
"64",0.0010358,3.35296279,0.00103263,"2020-03-27T14:13:34.06",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3070,3249.42257179
"65",0.00103569,3.35296279,0.00103264,"2020-03-27T14:13:39.067",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,402,3070,3249.42257179
"66",0.00103559,3.35296279,0.00103264,"2020-03-27T14:13:44.05",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,402,3070,3249.42257179
"67",0.00103559,3.35296279,0.00103264,"2020-03-27T14:13:49.08",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,402,3071,3249.42257179
"68",0.00103559,3.35296279,0.00103264,"2020-03-27T14:13:54.04",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,402,3071,3249.42257179
"69",0.00103559,3.35296279,0.00103264,"2020-03-27T14:13:59.063",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3070,3249.42257179
"70",0.00103568,3.35296279,0.00103168,"2020-03-27T14:14:04.057",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3069,3249.42257179
"71",0.00103566,3.35296279,0.00103168,"2020-03-27T14:14:09.08",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,401,3069,3249.42257179
"72",0.00103566,3.35296279,0.00103199,"2020-03-27T14:14:14.077",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,400,3068,3249.42257179
"73",0.00103533,3.35296279,0.001032,"2020-03-27T14:14:19.07",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,398,3069,3249.42257179
"74",0.00103533,3.35296279,0.001032,"2020-03-27T14:14:24.067",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,398,3068,3249.42257179
"75",0.00103533,3.35296279,0.001032,"2020-03-27T14:14:29.08",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,399,3069,3249.42257179
"76",0.00103532,3.35296279,0.001032,"2020-03-27T14:14:34.113",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,398,3070,3249.42257179
"77",0.00103532,3.35296279,0.00103136,"2020-03-27T14:14:39.1",0.00104922,0.0010337,0.00101783,"BTC-NEO",0.0010261,398,3072,3249.42257179
